record_id,calculated_metric_ui_display,calculated_metric_unit,config_id,config_name,created,created_by,id_start,last_modified_by,last_modified_time,level_description_from_recommendations_v2,overview_from_recommendations_v2,recommendations_v2,schema_calculated_metrics,schema_daily_limit,schema_progress_direction,schema_required_days,schema_target,schema_total_days,schema_tracked_metrics,schema_units,scoring_method,title_from_recommendations_v2,ui_display_from_schema_tracked_metrics,units_from_schema_tracked_metrics
reciM8ubVPJOxPi4Q,Minutes,recLNmY0jLZKxr5fs,REC0034.2-PROPORTIONAL,Proportional Achievement - daily_mobility_duration,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Build: Reach 50 minutes of total mobility work per week

Note: Daily contributions are capped at 30 minutes for progress tracking","Short, frequent mobility work helps restore movement patterns, prevent stiffness, and builds a foundation for lifelong resilience.",reciearroVg1iqMvW,recCxGdWa5gkHU5P3,30,buildup,1,50,7,recEgGgnWikfgJQCK,minutes,reck6MaFW6OOx5SJ2,Weekly Mobility Minutes,Time of Day,recv2GuhbmM9UdNDp
recNh33yY9p2JEJKe,Minutes,recLNmY0jLZKxr5fs,REC0034.3-PROPORTIONAL,Proportional Achievement - daily_mobility_duration,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Maintain: Complete 90+ minutes of total mobility work per week

Note: Daily contributions are capped at 30 minutes for progress tracking","Short, frequent mobility work helps restore movement patterns, prevent stiffness, and builds a foundation for lifelong resilience.",reccLeZ2tn6hR6Vt5,recCxGdWa5gkHU5P3,30,buildup,1,90,7,recEgGgnWikfgJQCK,minutes,reck6MaFW6OOx5SJ2,Weekly Mobility Minutes,Time of Day,recv2GuhbmM9UdNDp
recVjXMo2ZdG8BqTE,Minutes,recLNmY0jLZKxr5fs,REC0035.1-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_duration,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Start with 15 minutes of post-meal activity weekly,"Moving after meals improves blood sugar control, supports digestion, and can reduce cardiometabolic risk—especially when made a regular habit.",rec0gnuh5AdUWHi1o,recIDeGzWueGUUdhc,,buildup,1,15,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",minutes,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Minutes,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
recs3l1M08S2QIaVw,Minutes,recLNmY0jLZKxr5fs,REC0035.2-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_duration,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Reach 35 minutes of post-meal activity weekly,"Moving after meals improves blood sugar control, supports digestion, and can reduce cardiometabolic risk—especially when made a regular habit.",recL9Fo72uAequEkV,recIDeGzWueGUUdhc,,buildup,1,35,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",minutes,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Minutes,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
recl7hAIzVX7LWcBU,Minutes,recLNmY0jLZKxr5fs,REC0035.3-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_duration,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Sustain 60+ minutes of post-meal activity weekly,"Moving after meals improves blood sugar control, supports digestion, and can reduce cardiometabolic risk—especially when made a regular habit.",rec4HrvbLeqCbpcjv,recIDeGzWueGUUdhc,,buildup,1,60,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",minutes,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Minutes,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
recLdJBzEKaotGSXO,Sessions,recyl9Pa45s71Mrs8,REC0036.1-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_sessions,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Move after meals at least 3 times per week,Frequent post-meal movement supports digestion and helps stabilize glucose—just a few sessions per week makes a difference.,recvsz4BSxYrA34AW,rechjIX1clKwfDyKR,3,buildup,3,3,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",session,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Sessions,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
reco6lcsASIJDvVVR,Sessions,recyl9Pa45s71Mrs8,REC0036.2-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_sessions,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Move after meals at least 7 times per week

Note: Daily contributions are capped at 3 sessions for progress tracking",Frequent post-meal movement supports digestion and helps stabilize glucose—just a few sessions per week makes a difference.,recX4Lh38j56eZkQ4,rechjIX1clKwfDyKR,3,buildup,7,7,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",session,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Sessions,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
recmXLDC3zHqE5CNY,Sessions,recyl9Pa45s71Mrs8,REC0036.3-PROPORTIONAL,Proportional Achievement - daily_post_meal_activity_sessions,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Move after meals after at least 12 times per week

Note: Daily contributions are capped at 3 sessions for progress tracking",Frequent post-meal movement supports digestion and helps stabilize glucose—just a few sessions per week makes a difference.,rec0A220UQOmaAQYx,rechjIX1clKwfDyKR,3,buildup,4,12,7,"recHnDnSi0HlAkaHC, recVBnB9mNNstK4qa",session,reck6MaFW6OOx5SJ2,Weekly Post-Meal Activity Sessions,"Time of Day, Meals","recv2GuhbmM9UdNDp, rec9OxY60mezaCp2J"
recvCbyddc3IcInc1,Sessions,recyl9Pa45s71Mrs8,REC0037.1-PROPORTIONAL,Proportional Achievement - daily_exercise_snacks,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Complete at least 2 exercise snacks per day,"“Exercise snacks”—short bursts of movement—improve metabolic health, mood, and energy, and make movement more achievable in busy schedules.",reckufkoHv5oXa23I,rec9UyPB9IH6JVY1S,,buildup,7,2,7,recr27cK81GMzEumi,session,reck6MaFW6OOx5SJ2,Weekly Exercise Snacks,Time of Day,recv2GuhbmM9UdNDp
recNd8x0Jk5sZyIHw,Minutes,recLNmY0jLZKxr5fs,REC0041.2-PROPORTIONAL,Proportional Achievement - sunlight_exposure,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Get at least 10 minutes of natural light within 2 hours of waking daily,"Early natural light helps regulate your body clock, boost mood, and support healthy sleep.",recFZEhJfyaPHY3nR,recOhfe6gLgdiVgBE,,buildup,7,10,7,rechQ7eCuCItXpJ4p,minutes,reck6MaFW6OOx5SJ2,Daily Early Morning Natural Light Exposure,Time of Day,recv2GuhbmM9UdNDp
recQKGuMFktgR5Iyd,Minutes,recLNmY0jLZKxr5fs,REC0041.3-PROPORTIONAL,Proportional Achievement - sunlight_exposure,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Achieve 20+ minutes of outdoor morning light daily,"Early natural light helps regulate your body clock, boost mood, and support healthy sleep.",rec4p8jR8l2BzoPIL,recOhfe6gLgdiVgBE,,buildup,7,20,7,rechQ7eCuCItXpJ4p,minutes,reck6MaFW6OOx5SJ2,Daily Early Morning Natural Light Exposure,Time of Day,recv2GuhbmM9UdNDp
recfbP0hLJ90TfXTj,Events,recbdwGbG9tS1zBjK,REC0047.1-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Attend one social event per week,"Social events help strengthen relationships, build connection, and boost overall mental health.",recNo4K1fGy5rpbRU,recM2M3FOHj6kQF0c,,buildup,1,1,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Social Interaction Events,Events,recbdwGbG9tS1zBjK
recY1faxq1NRQfCNf,Events,recbdwGbG9tS1zBjK,REC0047.2-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Attend two or more social events per week,"Social events help strengthen relationships, build connection, and boost overall mental health.",receWmWsoiUqmc2R5,recM2M3FOHj6kQF0c,2,buildup,2,2,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Social Interaction Events,Events,recbdwGbG9tS1zBjK
rec409xOvsZYPLEgi,Events,recbdwGbG9tS1zBjK,REC0047.3-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Engage in social activities 3+ times weekly

Note: Daily contributions are capped at 2 events for progress tracking","Social events help strengthen relationships, build connection, and boost overall mental health.",recxOXtGlAL55rTu7,recM2M3FOHj6kQF0c,2,buildup,3,3,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Social Interaction Events,Events,recbdwGbG9tS1zBjK
recEnatpYkxM4Qc73,Sessions,recyl9Pa45s71Mrs8,REC0048.3-PROPORTIONAL,Proportional Achievement - gratitude_practice_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Practice gratitude daily,"Gratitude practice builds resilience, positivity, and supports emotional well-being.",recL8aggpuMrydpQR,rechmJ5K3Pct0tmY3,,buildup,7,1,7,receeP0kOhiz4Qum7,session,reck6MaFW6OOx5SJ2,Gratitude Practice,Time of Day,recv2GuhbmM9UdNDp
recTST1E4GbzS84CB,Sessions,recyl9Pa45s71Mrs8,REC0049.3-PROPORTIONAL,Proportional Achievement - journaling_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Journal or reflect daily,"Journaling or reflection helps process emotions, clarify goals, and reduce stress.",recXmtFAbcU7jxTMx,recj8VoWO3dBMxgrj,,buildup,7,1,7,recWIiIAkGDuUmpN2,session,reck6MaFW6OOx5SJ2,Journaling or Reflection Sessions,Time of Day,recv2GuhbmM9UdNDp
recr3iITpK1nu3myv,Minutes,recLNmY0jLZKxr5fs,REC0050.1-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Spend at least 15 minutes outdoors daily,"Outdoor time improves mood, focus, vitamin D, and overall well-being.",rec2p7y1PTwiSayCt,recgqjohJGR0tC2ZD,,buildup,7,15,7,recXOGQuDgD01OrBD,minutes,reck6MaFW6OOx5SJ2,Outdoor Time (minutes),Time of Day,recv2GuhbmM9UdNDp
recqg1Tf0SzGVvHjd,Minutes,recLNmY0jLZKxr5fs,REC0050.2-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Spend 30 minutes outdoors daily,"Outdoor time improves mood, focus, vitamin D, and overall well-being.",rec3CtFQAH5vKtRD1,recgqjohJGR0tC2ZD,,buildup,7,30,7,recXOGQuDgD01OrBD,minutes,reck6MaFW6OOx5SJ2,Outdoor Time (minutes),Time of Day,recv2GuhbmM9UdNDp
recb4OPYOGrVeDgpB,Minutes,recLNmY0jLZKxr5fs,REC0050.3-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Spend 60+ minutes outdoors daily,"Outdoor time improves mood, focus, vitamin D, and overall well-being.",recl3dtLS72YRB5pT,recgqjohJGR0tC2ZD,,buildup,7,60,7,recXOGQuDgD01OrBD,minutes,reck6MaFW6OOx5SJ2,Outdoor Time (minutes),Time of Day,recv2GuhbmM9UdNDp
recifwcDcioU9rGNu,Minutes,recLNmY0jLZKxr5fs,REC0051.1-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Get outdoors for 5 minutes within 2 hours of waking each day,"Morning outdoor time supports circadian rhythm, energy, and mood.",recbiVSr9Tb4PO8BK,rechM9DcA8o7EqgtX,,buildup,7,5,7,"recXOGQuDgD01OrBD, recftlzJ5y399ZpGW",minutes,reck6MaFW6OOx5SJ2,Morning Outdoor Time (minutes),"Time of Day, Time of Day","recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recNT53TktWEF9j4i,Minutes,recLNmY0jLZKxr5fs,REC0051.2-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Get outdoors for 10 minutes within 2 hours of waking each day,"Morning outdoor time supports circadian rhythm, energy, and mood.",rech50KAz9XwtR3k9,rechM9DcA8o7EqgtX,,buildup,7,10,7,"recXOGQuDgD01OrBD, recftlzJ5y399ZpGW",minutes,reck6MaFW6OOx5SJ2,Morning Outdoor Time (minutes),"Time of Day, Time of Day","recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recufP08Ew54jrpIn,Minutes,recLNmY0jLZKxr5fs,REC0051.3-PROPORTIONAL,Proportional Achievement - outdoor_time_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Get outdoors for 20+ minutes within 2 hours of waking each day,"Morning outdoor time supports circadian rhythm, energy, and mood.",recK1hr9T47jPGDis,rechM9DcA8o7EqgtX,,buildup,7,20,7,"recXOGQuDgD01OrBD, recftlzJ5y399ZpGW",minutes,reck6MaFW6OOx5SJ2,Morning Outdoor Time (minutes),"Time of Day, Time of Day","recv2GuhbmM9UdNDp, recv2GuhbmM9UdNDp"
recSBkIJfGPQhDf91,Events,recbdwGbG9tS1zBjK,REC0054.1-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Social engagement such as “brief chat’ at least once a day with family, friend or neighbor ","Daily social connection boosts mood, resilience, and cognitive health.",recAfZhxRMxunTXUc,recM2M3FOHj6kQF0c,,buildup,7,1,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Daily Social Interaction Time (minutes),Events,recbdwGbG9tS1zBjK
recKw0Zx0vnmQ2O06,Events,recbdwGbG9tS1zBjK,REC0054.2-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Engage in 2 or more brief social connections daily for a total of more than 15 minutes, include group connection ","Daily social connection boosts mood, resilience, and cognitive health.",recglMwKZsS1CIS9T,recM2M3FOHj6kQF0c,,buildup,7,2,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Daily Social Interaction Time (minutes),Events,recbdwGbG9tS1zBjK
recTOnzXwq3WTvo5Q,Events,recbdwGbG9tS1zBjK,REC0054.3-PROPORTIONAL,Proportional Achievement - social_interaction,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,"Engage daily in multiple social engagements totaling more than 30, including group connections and generational connections ","Daily social connection boosts mood, resilience, and cognitive health.",rec5pnYGSNnXXjyg0,recM2M3FOHj6kQF0c,,buildup,7,3,7,recVK8n9lTWwUEXFW,event,reck6MaFW6OOx5SJ2,Daily Social Interaction Time (minutes),Events,recbdwGbG9tS1zBjK
recKCo2ELOxXIP1wC,Percent,recIIRqObbADMucrw,REC0055.1-PROPORTIONAL,Proportional Achievement - cigarette,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Reduce smoking by at least 50% from baseline,Reducing smoking immediately improves cardiovascular and lung health.,reclBuYROVulyy4ea,recWZStZb2YS7HQmP,,buildup,7,50,7,recUTSKv6IP9fqdfC,percent,reck6MaFW6OOx5SJ2,Daily Smoking (cigarettes),Cigarettes,reckO2BTrvThzTRv1
recN5Gzd9gpBYO1tF,Sessions,recyl9Pa45s71Mrs8,REC0056.1-PROPORTIONAL,Proportional Achievement - brushing_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Brush your teeth at least once daily,"Brushing daily is foundational for oral health, reducing risk of cavities and gum disease.",recFAPom6rleVLlz0,recaqjZszr1rYZwLp,,buildup,7,1,7,recvjrSGy17uAf4ol,session,reck6MaFW6OOx5SJ2,Daily Brushing (times/day),Sessions,recyl9Pa45s71Mrs8
recAGy71e9KmHoKLA,Sessions,recyl9Pa45s71Mrs8,REC0056.2-PROPORTIONAL,Proportional Achievement - brushing_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Brush twice daily,"Brushing daily is foundational for oral health, reducing risk of cavities and gum disease.",recBjbjPon0bjPDip,recaqjZszr1rYZwLp,,buildup,7,2,7,recvjrSGy17uAf4ol,session,reck6MaFW6OOx5SJ2,Daily Brushing (times/day),Sessions,recyl9Pa45s71Mrs8
reclGLglxGQ1Yp5Nv,Sessions,recyl9Pa45s71Mrs8,REC0056.3-PROPORTIONAL,Proportional Achievement - brushing_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Brush after every meal,"Brushing daily is foundational for oral health, reducing risk of cavities and gum disease.",rec20zJ8pQA3GLvgS,recaqjZszr1rYZwLp,,buildup,7,3,7,recvjrSGy17uAf4ol,session,reck6MaFW6OOx5SJ2,Daily Brushing (times/day),Sessions,recyl9Pa45s71Mrs8
recooirbE5Qc4aFfp,Sessions,recyl9Pa45s71Mrs8,REC0057.3-PROPORTIONAL,Proportional Achievement - flossing_session,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Floss daily (preferably before bed),"Regular flossing removes plaque and supports healthy gums, lowering long-term oral health risks.",recslE7UUxgYjXk0y,recwulTnKjWrQ77yc,,buildup,7,1,7,recFhW0g2inNLpoOp,session,reck6MaFW6OOx5SJ2,Daily Flossing,Sessions,recyl9Pa45s71Mrs8
recvXFDspy7AcJ4Y5,,,REC0058.3-PROPORTIONAL,Proportional Achievement - skincare_routine,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Complete your skincare routine daily,"Consistent skincare protects the skin barrier, supports appearance, and reduces long-term damage.",rec9ReQV085vW4emv,,,buildup,7,1,7,reccv2WcQ83SbPXVg,session,reck6MaFW6OOx5SJ2,Daily Skincare Routine,Sessions,recyl9Pa45s71Mrs8
recuOhX1tyg3WNpAS,Percent,recIIRqObbADMucrw,REC0059.1-PROPORTIONAL,Proportional Achievement - sunscreen_application,2025-09-23T00:42:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PROPORTIONAL,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:42:59.000Z,Apply sunscreen on sunny days or when outdoors >20 min,"Daily sunscreen use protects against sunburn, premature aging, and reduces skin cancer risk.",reccpkPaDqQaBYToo,recZqHtxhGCZHopVA,,buildup,7,100,7,"rechrdEDVSLtd0IFz, rechQ7eCuCItXpJ4p",percent,reck6MaFW6OOx5SJ2,Daily Sunscreen Use,"Sessions, Time of Day","recyl9Pa45s71Mrs8, recv2GuhbmM9UdNDp"
